e_type,e_machine,e_version,e_entry,e_phoff,e_shoff,e_flags,e_ehsize,e_phentsize,e_phnum,e_shentsize,e_shnum,e_shstrndx,num_sections,sections_executable,sections_writable,sections_allocatable,sections_progbits,sections_nobits,sections_symtab,sections_dynsym,sections_strtab,sections_rela,sections_rel,sections_dynamic,sections_note,section_size_min,section_size_max,section_size_mean,section_size_total,num_segments,segments_executable,segments_writable,segments_readable,segments_load,segments_dynamic,segments_interp,segments_note,segments_gnu_stack,segments_gnu_relro,num_symbols,num_functions,num_objects,num_global_symbols,num_local_symbols,num_weak_symbols,num_undefined_symbols,num_libraries_needed,num_dynamic_entries,has_rpath,has_runpath,has_soname,file_size,label
3,62,1,13744,64,25032,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,4288,608.6,18258,13,1,3,13,4,1,1,2,1,1,81,77,0,76,1,4,81,8,34,0,0,0,26952,0
3,62,1,42752,64,326824,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,190816,10519.322580645161,326099,13,1,3,13,4,1,1,2,1,1,161,151,6,156,1,4,155,2,29,0,1,0,328808,0
3,62,1,20096,64,33200,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,17186,877.4333333333333,26323,13,1,3,13,4,1,1,2,1,1,54,47,3,49,1,4,54,1,27,0,0,0,35120,0
3,62,1,12880,64,33352,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,14434,859.1935483870968,26635,13,1,3,13,4,1,1,2,1,1,64,51,9,59,1,4,64,1,27,0,0,0,35336,0
3,62,1,229440,64,806568,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,250507,25950.129032258064,804454,13,1,3,13,4,1,1,2,1,1,959,952,3,954,1,4,956,7,33,0,0,0,808552,0
2,62,1,4203232,64,25360,0,64,56,10,64,32,31,32,4,9,28,12,1,0,1,2,2,0,1,4,0,8144,683.53125,21873,10,1,4,10,2,1,1,2,1,1,67,49,11,58,1,8,59,5,29,0,0,0,27408,0
3,62,1,5152,64,12736,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,819,178.2,5346,13,1,3,13,4,1,1,2,1,1,27,18,5,22,1,4,27,2,28,0,0,0,14656,0
2,62,1,4248464,64,407032,0,64,56,10,64,32,31,32,4,9,28,12,1,0,1,2,2,0,1,4,0,319568,13401.96875,428863,10,1,4,10,2,1,1,2,1,1,247,160,80,179,1,67,180,5,29,0,0,0,409080,0
3,62,1,10912,64,20840,0,64,56,13,64,30,29,30,6,7,27,14,1,0,1,2,2,0,1,3,0,3031,453.53333333333336,13606,13,1,3,13,4,1,1,2,1,1,50,42,4,45,1,4,50,1,27,0,0,0,22760,0
3,62,1,5296,64,12728,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,1209,138.93333333333334,4168,13,1,3,13,4,1,1,2,1,1,11,7,0,6,1,4,11,2,28,0,0,0,14648,0
3,62,1,456240,64,7989232,0,64,56,13,64,56,55,56,6,7,53,40,1,0,1,2,2,0,1,3,0,2462736,142696.8392857143,7991023,13,1,3,13,4,1,1,2,1,1,4585,4552,24,4579,1,5,2611,48,74,0,0,0,7992816,0
3,62,1,34080,64,145136,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,1057096,38568.6129032258,1195627,13,1,3,13,4,1,1,2,1,1,192,174,14,187,1,4,189,6,33,0,1,0,147120,0
3,62,1,7376,64,16832,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,3242,324.2258064516129,10051,13,1,3,13,4,1,1,2,1,1,40,33,3,35,1,4,40,1,27,0,0,0,18816,0
3,62,1,15056,64,37680,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,17493,1177.8387096774193,36513,13,1,3,13,4,1,1,2,1,1,96,87,5,91,1,4,96,1,27,0,0,0,39664,0
3,62,1,90256,64,205784,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,72408,6469.129032258064,200543,13,1,3,13,4,1,1,2,1,1,68,59,5,63,1,4,68,1,27,0,0,0,207768,0
3,62,1,13072,64,25168,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,6354,558.8709677419355,17325,13,1,3,13,4,1,1,2,1,1,74,65,5,69,1,4,67,1,27,0,0,0,27152,0
3,62,1,165088,64,1734472,0,64,56,13,64,30,29,30,6,7,27,14,1,0,1,2,2,0,1,3,0,1289512,58362.566666666666,1750877,13,1,3,13,4,1,1,2,1,1,173,160,9,168,1,4,173,5,31,0,0,0,1736392,0
3,62,1,24992,64,44488,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,14405,1323.1333333333334,39694,13,1,3,13,4,1,1,2,1,1,137,116,12,131,1,5,128,5,31,0,0,0,46408,0
3,62,1,10832,64,20928,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,3183,384.8709677419355,11931,13,1,3,13,4,1,1,2,1,1,43,31,8,38,1,4,43,1,27,0,0,0,22912,0
3,62,1,5840,64,12728,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,1346,215.0,6450,13,1,3,13,4,1,1,2,1,1,31,26,1,26,1,4,30,2,28,0,0,0,14648,0
3,62,1,24752,64,176568,0,64,56,13,64,31,30,31,6,7,28,15,1,0,1,2,2,0,1,3,0,121281,5488.129032258064,170132,13,1,3,13,4,1,1,2,1,1,131,122,5,126,1,4,130,4,30,0,0,0,178552,0
3,62,1,20288,64,37304,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,9425,998.8666666666667,29966,13,1,3,13,4,1,1,2,1,1,149,139,1,143,1,5,141,6,32,0,0,0,39224,0
3,62,1,46224,64,94728,0,64,56,13,64,32,31,32,6,7,28,16,1,0,1,2,2,0,1,3,0,36535,3147.1875,100710,13,1,3,13,4,1,1,2,1,1,67,61,2,62,1,4,67,3,29,0,0,0,96776,0
2,62,1,4253424,64,211360,0,64,56,10,64,32,31,32,4,9,28,12,1,0,1,2,2,0,1,4,0,124683,6736.90625,215581,10,1,4,10,2,1,1,2,1,1,435,290,134,317,1,117,295,6,30,0,0,0,213408,0
3,62,1,26720,64,90784,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,43005,2690.2258064516127,83397,13,1,3,13,4,1,1,2,1,1,162,156,2,157,1,4,162,3,29,0,0,0,92768,0
2,62,1,4248944,64,98392,0,64,56,10,64,30,29,30,4,7,26,10,1,0,1,2,2,0,1,4,0,29100,3183.866666666667,95516,10,1,4,10,2,1,1,2,1,1,488,476,5,484,1,3,485,5,29,0,0,0,100312,0
3,62,1,27680,64,94672,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,45787,2870.0,88970,13,1,3,13,4,1,1,2,1,1,200,180,16,195,1,4,200,4,30,0,0,0,96656,0
3,62,1,32208,64,98864,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,50224,2933.483870967742,90938,13,1,3,13,4,1,1,2,1,1,161,149,8,156,1,4,161,4,30,0,0,0,100848,0
3,62,1,8288,64,25248,0,64,56,13,64,29,28,29,6,6,26,13,1,0,1,2,2,0,1,3,0,4537968,157093.62068965516,4555715,13,1,3,13,4,1,1,2,1,1,40,35,1,35,1,4,40,3,29,0,0,0,27104,0
3,62,1,12688,64,20936,0,64,56,14,64,32,31,32,6,8,28,15,2,0,1,2,2,0,1,3,0,4258,408.96875,13087,14,1,3,14,4,1,1,2,1,1,57,48,5,52,1,4,57,1,27,0,0,0,22984,0
3,62,1,7952,64,29816,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,32152,1948.9333333333334,58468,13,1,3,13,4,1,1,2,1,1,47,38,5,42,1,4,46,2,28,0,0,0,31736,0
3,62,1,6272,64,12632,0,64,56,13,64,29,28,29,6,6,26,13,1,0,1,2,2,0,1,3,0,4160,389.9655172413793,11309,13,1,3,13,4,1,1,2,1,1,35,30,1,30,1,4,35,2,28,0,0,0,14488,0
3,62,1,13072,64,26472,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,6297,722.6774193548387,22403,13,1,3,13,4,1,1,2,1,1,65,57,4,60,1,4,65,2,28,0,0,0,28456,0
2,62,1,4218016,64,71264,0,64,56,10,64,32,31,32,4,9,28,12,1,0,1,2,2,0,1,4,0,37776,2260.125,72324,10,1,4,10,2,1,1,2,1,1,177,163,7,167,1,9,168,5,29,0,0,0,73312,0
3,62,1,11056,64,16832,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,2417,314.258064516129,9742,13,1,3,13,4,1,1,2,1,1,47,40,3,42,1,4,47,2,28,0,0,0,18816,0
3,62,1,13008,64,37544,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,16578,1073.5806451612902,33281,13,1,3,13,4,1,1,2,1,1,69,55,10,64,1,4,69,1,27,0,0,0,39528,0
2,62,1,4651840,64,1677368,0,64,56,6,64,14,13,14,1,5,12,9,2,0,0,1,0,0,0,1,0,732964,129853.78571428571,1817953,6,1,2,6,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1678264,0
3,62,1,10336,64,16832,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,1998,323.4,9702,13,1,3,13,4,1,1,2,1,1,52,46,2,47,1,4,52,4,30,0,0,0,18752,0
3,62,1,7072,64,12712,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,2674,307.2,9216,13,1,3,13,4,1,1,2,1,1,34,27,3,29,1,4,34,2,28,0,0,0,14632,0
3,62,1,133632,64,4064312,0,64,56,13,64,30,29,30,6,7,27,14,1,0,1,2,2,0,1,3,0,3151442,140394.36666666667,4211831,13,1,3,13,4,1,1,2,1,1,258,249,5,253,1,4,257,3,29,0,0,0,4066232,0
3,62,1,36896,64,123784,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,59578,3789.7096774193546,117481,13,1,3,13,4,1,1,2,1,1,346,267,70,340,1,5,245,8,34,0,0,0,125768,0
3,62,1,10240,64,33352,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,11554,704.5806451612904,21842,13,1,3,13,4,1,1,2,1,1,55,43,8,50,1,4,55,1,27,0,0,0,35336,0
3,62,1,113696,64,553648,0,64,56,13,64,31,30,31,6,7,28,15,1,0,1,2,2,0,1,3,0,237358,17730.83870967742,549656,13,1,3,13,4,1,1,2,1,1,984,975,5,979,1,4,984,13,39,0,0,0,555632,0
2,62,1,4431728,64,1186160,0,64,56,10,64,32,31,32,4,9,28,12,1,0,1,2,2,0,1,4,0,757238,37203.0,1190496,10,1,4,10,2,1,1,2,1,1,2381,1874,496,1943,1,437,250,7,31,0,0,0,1188208,0
2,62,1,4673664,64,6652216,0,64,56,6,64,14,13,14,1,5,12,9,2,0,0,1,0,0,0,1,0,3003180,485973.21428571426,6803625,6,1,2,6,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6653112,0
3,62,1,7168,64,12736,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,2672,293.53333333333336,8806,13,1,3,13,4,1,1,2,1,1,38,31,3,33,1,4,38,1,27,0,0,0,14656,0
2,62,1,4234144,64,346008,0,64,56,10,64,32,31,32,4,9,28,12,1,0,1,2,2,0,1,4,0,257497,10758.15625,344261,10,1,4,10,2,1,1,2,1,1,289,200,80,226,1,62,227,6,30,0,0,0,348056,0
2,62,1,4224016,64,104144,0,64,56,10,64,32,31,32,4,9,28,12,1,0,1,2,2,0,1,4,0,55712,3184.25,101896,10,1,4,10,2,1,1,2,1,1,214,176,31,197,1,16,198,5,29,0,0,0,106192,0
3,62,1,13424,64,100528,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,58453,3100.5806451612902,96118,13,1,3,13,4,1,1,2,1,1,66,58,4,61,1,4,66,3,29,0,0,0,102512,0
2,62,1,4210432,64,41976,0,64,56,10,64,32,31,32,4,9,28,12,1,0,1,2,2,0,1,4,0,17088,1264.5,40464,10,1,4,10,2,1,1,2,1,1,108,85,16,96,1,11,97,5,29,0,0,0,44024,0
3,62,1,21536,64,135808,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,2636448,89227.64516129032,2766057,13,1,3,13,4,1,1,2,1,1,120,112,4,115,1,4,120,2,28,0,0,0,137792,0
3,62,1,13232,64,25024,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,8224,792.7096774193549,24574,13,1,3,13,4,1,1,2,1,1,41,29,8,36,1,4,41,2,28,0,0,0,27008,0
2,62,1,4247664,64,256920,0,64,56,10,64,31,30,31,4,8,27,11,1,0,1,2,2,0,1,4,0,165632,8140.096774193548,252343,10,1,4,10,2,1,1,2,1,1,405,343,53,352,1,52,353,6,30,0,0,0,258904,0
3,62,1,32624,64,760776,0,64,56,13,64,32,31,32,6,8,28,16,1,0,1,2,2,0,1,3,0,561369,25569.0,818208,13,1,3,13,4,1,1,2,1,1,127,112,11,120,1,6,110,2,28,0,0,0,762824,0
3,62,1,5568,64,12736,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,1678,182.8,5484,13,1,3,13,4,1,1,2,1,1,16,11,1,11,1,4,16,1,27,0,0,0,14656,0
3,62,1,21024,64,93192,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,426312,16520.0,512120,13,1,3,13,4,1,1,2,1,1,157,137,16,152,1,4,157,4,30,0,0,0,95176,0
3,62,1,14064,64,33224,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,12929,915.6451612903226,28385,13,1,3,13,4,1,1,2,1,1,95,88,3,90,1,4,95,3,29,0,0,0,35208,0
3,62,1,14512,64,21048,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,5990,565.8387096774194,17541,13,1,3,13,4,1,1,2,1,1,51,43,4,46,1,4,51,3,29,0,0,0,23032,0
3,62,1,19808,64,135768,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,91138,4177.419354838709,129500,13,1,3,13,4,1,1,2,1,1,158,145,9,153,1,4,158,4,30,0,0,0,137752,0
3,62,1,229440,64,806568,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,250507,25950.129032258064,804454,13,1,3,13,4,1,1,2,1,1,959,952,3,954,1,4,956,7,33,0,0,0,808552,0
3,62,1,14960,64,37352,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,17986,1078.5806451612902,33436,13,1,3,13,4,1,1,2,1,1,70,58,8,65,1,4,70,2,28,0,0,0,39336,0
3,62,1,26496,64,135792,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,87550,6253.1612903225805,193848,13,1,3,13,4,1,1,2,1,1,128,115,9,123,1,4,128,1,27,0,0,0,137776,0
3,62,1,49856,64,257888,0,64,56,13,64,30,29,30,6,7,27,14,1,0,1,2,2,0,1,3,0,165378,8877.733333333334,266332,13,1,3,13,4,1,1,2,1,1,434,344,81,428,1,5,145,1,27,0,0,0,259808,0
3,62,1,10240,64,22048,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,5620,600.7333333333333,18022,13,1,3,13,4,1,1,2,1,1,59,50,5,54,1,4,59,7,33,0,0,0,23968,0
3,62,1,14384,64,21280,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,6342,603.0333333333333,18091,13,1,3,13,4,1,1,2,1,1,45,38,3,40,1,4,45,1,27,0,0,0,23200,0
3,62,1,229440,64,806568,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,250507,25950.129032258064,804454,13,1,3,13,4,1,1,2,1,1,959,952,3,954,1,4,956,7,33,0,0,0,808552,0
3,62,1,11552,64,33352,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,13266,795.741935483871,24668,13,1,3,13,4,1,1,2,1,1,61,50,7,56,1,4,61,1,27,0,0,0,35336,0
2,62,1,22240304,64,29350352,0,64,56,14,64,35,34,35,5,9,31,16,2,0,1,2,2,0,1,5,0,18437420,889303.5714285715,31125625,14,1,3,14,4,1,1,2,1,1,26632,25429,1189,26133,1,493,517,8,31,0,0,0,29352592,0
3,62,1,51216,64,111024,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,44171,3388.233333333333,101647,13,1,3,13,4,1,1,2,1,1,373,363,1,367,1,5,360,10,37,0,1,0,112944,0
3,62,1,25552,64,66064,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,32371,2047.1935483870968,63463,13,1,3,13,4,1,1,2,1,1,138,126,8,133,1,4,138,4,30,0,0,0,68048,0
2,62,1,4288016,64,1838352,0,64,56,10,64,32,31,32,4,9,28,12,1,0,1,2,2,0,1,4,0,1514617,57361.5,1835568,10,1,4,10,2,1,1,2,1,1,590,496,87,383,1,206,384,5,29,0,0,0,1840400,0
3,62,1,12192,64,42072,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,32176,2120.4333333333334,63613,13,1,3,13,4,1,1,2,1,1,49,40,5,44,1,4,48,2,28,0,0,0,43992,0
3,62,1,12896,64,37448,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,18258,1069.8387096774193,33165,13,1,3,13,4,1,1,2,1,1,72,61,7,67,1,4,72,2,28,0,0,0,39432,0
3,62,1,16096,64,127816,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,80915,5514.903225806452,170962,13,1,3,13,4,1,1,2,1,1,117,102,11,110,1,6,100,2,28,0,0,0,129800,0
3,62,1,114944,64,278528,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,93676,8680.225806451614,269087,13,1,3,13,4,1,1,2,1,1,688,682,2,683,1,4,688,6,32,0,0,0,280512,0
3,62,1,10608,64,16816,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,2212,348.3,10449,13,1,3,13,4,1,1,2,1,1,54,50,0,49,1,4,54,6,32,0,0,0,18736,0
3,62,1,43456,64,164408,0,64,56,13,64,32,31,32,6,7,28,16,1,0,1,2,2,0,1,3,0,87694,5419.90625,173437,13,1,3,13,4,1,1,2,1,1,79,70,5,73,1,5,79,4,30,0,0,0,166456,0
3,62,1,6224,64,12736,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,1915,258.06451612903226,8000,13,1,3,13,4,1,1,2,1,1,33,25,4,28,1,4,33,3,29,0,0,0,14720,0
3,62,1,18176,64,34096,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,9777,904.9032258064516,28052,13,1,3,13,4,1,1,2,1,1,91,82,5,86,1,4,91,2,28,0,0,0,36080,0
3,62,1,767872,64,11824056,0,64,56,13,64,32,31,32,5,8,29,16,1,0,1,2,2,0,1,3,0,4881006,370222.6875,11847126,13,1,3,13,4,1,1,2,1,1,7946,7766,171,7940,1,5,2675,33,59,0,0,0,11826104,0
3,62,1,20480,64,161808,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,70960,4941.387096774193,153183,13,1,3,13,4,1,1,2,1,1,61,53,4,56,1,4,61,2,28,0,0,0,163792,0
3,62,1,117104,64,877400,0,64,56,13,64,32,31,32,6,7,28,16,1,0,1,2,2,0,1,3,0,325283,27366.375,875724,13,1,3,13,4,1,1,2,1,1,1274,1256,9,1268,1,5,586,11,37,0,0,0,879448,0
3,62,1,11072,64,29136,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,7626,602.8387096774194,18688,13,1,3,13,4,1,1,2,1,1,63,56,3,58,1,4,63,4,30,0,0,0,31120,0
3,62,1,9936,64,21160,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,3509,415.23333333333335,12457,13,1,3,13,4,1,1,2,1,1,51,47,0,46,1,4,51,6,32,0,0,0,23080,0
3,62,1,5536,64,12728,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,883,227.58064516129033,7055,13,1,3,13,4,1,1,2,1,1,36,32,0,31,1,4,36,6,32,0,0,0,14712,0
2,62,1,6036992,64,9587248,0,64,56,10,64,32,31,32,4,9,28,12,1,0,1,2,2,0,1,4,0,6561432,299697.625,9590324,10,1,4,10,2,1,1,2,1,1,10099,6815,3275,3395,1,6703,985,6,30,0,0,0,9589296,0
3,62,1,11632,64,41568,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,530248,18246.483870967742,565641,13,1,3,13,4,1,1,2,1,1,64,56,4,59,1,4,64,1,27,0,0,0,43552,0
3,62,1,14096,64,25032,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,6040,543.0967741935484,16836,13,1,3,13,4,1,1,2,1,1,52,44,4,47,1,4,52,2,28,0,0,0,27016,0
3,62,1,31856,64,67296,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,24706,1984.3225806451612,61514,13,1,3,13,4,1,1,2,1,1,182,172,6,177,1,4,182,5,31,0,0,0,69280,0
2,62,1,4218016,64,71264,0,64,56,10,64,32,31,32,4,9,28,12,1,0,1,2,2,0,1,4,0,37776,2260.125,72324,10,1,4,10,2,1,1,2,1,1,177,163,7,167,1,9,168,5,29,0,0,0,73312,0
3,62,1,14256,64,49984,0,64,56,13,64,31,30,31,6,7,28,15,1,0,1,2,2,0,1,3,0,456568,16164.290322580646,501093,13,1,3,13,4,1,1,2,1,1,91,85,2,86,1,4,71,5,31,0,0,0,51968,0
2,62,1,4687744,64,12945816,0,64,56,6,64,14,13,14,1,5,12,9,2,0,0,1,0,0,0,1,0,5773215,936483.2857142857,13110766,6,1,2,6,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12946712,0
3,62,1,17680,64,33296,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,10650,966.3,28989,13,1,3,13,4,1,1,2,1,1,100,94,2,95,1,4,100,4,30,0,0,0,35216,0
3,62,1,10512,64,16848,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,1401,270.64516129032256,8390,13,1,3,13,4,1,1,2,1,1,40,36,0,35,1,4,40,6,32,0,0,0,18832,0
2,62,1,4207392,64,25296,0,64,56,13,64,30,29,30,5,7,27,13,1,0,1,2,2,0,1,4,0,8034,560.4666666666667,16814,13,1,3,13,4,1,1,2,1,1,51,46,3,48,1,2,48,1,24,0,0,0,27216,0
3,62,1,5104,64,12736,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,909,166.38709677419354,5158,13,1,3,13,4,1,1,2,1,1,22,14,4,17,1,4,22,2,28,0,0,0,14720,0
3,62,1,15072,64,41456,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,11385,1100.8709677419354,34127,13,1,3,13,4,1,1,2,1,1,52,45,3,47,1,4,52,2,28,0,0,0,43440,0
3,62,1,125536,64,402936,0,64,56,13,64,31,30,31,6,7,28,15,1,0,1,2,2,0,1,3,0,227676,12825.225806451614,397582,13,1,3,13,4,1,1,2,1,1,926,868,49,919,1,6,708,22,48,0,0,0,404920,0
3,62,1,27872,64,61968,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,28963,1855.1612903225807,57510,13,1,3,13,4,1,1,2,1,1,123,112,7,118,1,4,123,4,30,0,0,0,63952,0
3,62,1,21872,64,116336,0,64,56,13,64,32,31,32,6,8,28,16,1,0,1,2,2,0,1,3,0,68439,3421.125,109476,13,1,3,13,4,1,1,2,1,1,138,126,8,133,1,4,138,3,29,0,0,0,118384,0
3,62,1,73552,64,256064,0,64,56,13,64,32,31,32,6,7,28,16,1,0,1,2,2,0,1,3,0,101962,7794.53125,249425,13,1,3,13,4,1,1,2,1,1,634,625,5,629,1,4,633,16,42,0,0,0,258112,0
2,62,1,4209248,64,70704,0,64,56,10,64,32,31,32,4,9,28,12,1,0,1,2,2,0,1,4,0,46412,2124.65625,67989,10,1,4,10,2,1,1,2,1,1,111,89,15,102,1,8,103,5,29,0,0,0,72752,0
2,62,1,4219936,64,59056,0,64,56,10,64,31,30,31,4,8,27,11,1,0,1,2,2,0,1,4,0,18682,1761.0967741935483,54594,10,1,4,10,2,1,1,2,1,1,198,176,15,183,1,14,184,5,29,0,0,0,61040,0
3,62,1,10160,64,16832,0,64,56,13,64,30,29,30,6,6,26,14,1,0,1,2,2,0,1,3,0,1971,289.6333333333333,8689,13,1,3,13,4,1,1,2,1,1,44,40,0,39,1,4,44,4,30,0,0,0,18752,0
2,62,1,4207392,64,25296,0,64,56,13,64,30,29,30,5,7,27,13,1,0,1,2,2,0,1,4,0,8050,561.0,16830,13,1,3,13,4,1,1,2,1,1,51,46,3,48,1,2,48,1,24,0,0,0,27216,0
2,62,1,4208032,64,37816,0,64,56,10,64,32,31,32,4,9,28,12,1,0,1,2,2,0,1,4,0,15688,1080.3125,34570,10,1,4,10,2,1,1,2,1,1,98,71,20,93,1,4,94,5,29,0,0,0,39864,0
3,62,1,13184,64,25024,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,6034,523.5483870967741,16230,13,1,3,13,4,1,1,2,1,1,56,46,6,51,1,4,56,1,27,0,0,0,27008,0
2,62,1,4209728,64,50168,0,64,56,10,64,32,31,32,4,9,28,12,1,0,1,2,2,0,1,4,0,25344,1542.9375,49374,10,1,4,10,2,1,1,2,1,1,101,81,13,93,1,7,94,5,29,0,0,0,52216,0
3,62,1,12176,64,49664,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,22400,1423.258064516129,44121,13,1,3,13,4,1,1,2,1,1,66,61,1,61,1,4,66,2,28,0,0,0,51648,0
3,62,1,11808,64,33352,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,13202,799.2258064516129,24776,13,1,3,13,4,1,1,2,1,1,60,48,8,55,1,4,60,1,27,0,0,0,35336,0
2,62,1,4218480,64,54848,0,64,56,10,64,32,31,32,4,9,28,12,1,0,1,2,2,0,1,4,0,21088,1603.375,51308,10,1,4,10,2,1,1,2,1,1,185,155,23,174,1,10,175,5,29,0,0,0,56896,0
3,62,1,36608,64,102872,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,39143,2966.8064516129034,91971,13,1,3,13,4,1,1,2,1,1,244,236,4,239,1,4,244,5,31,0,0,0,104856,0
3,62,1,21248,64,37312,0,64,56,13,64,31,30,31,6,7,27,15,1,0,1,2,2,0,1,3,0,14525,933.6129032258065,28942,13,1,3,13,4,1,1,2,1,1,78,71,3,73,1,4,78,1,27,0,0,0,39296,0
3,62,1,16384,64,33632,0,64,56,13,64,30,29,30,6,7,27,14,1,0,1,2,2,0,1,3,0,13738,941.0666666666667,28232,13,1,3,13,4,1,1,2,1,1,55,45,6,50,1,4,53,1,27,0,0,0,35552,0
